B.E.	wide/2:CPS		B.E.	F 1s/5:CPS		B.E.	O 1s/6:CPS		B.E.	C 1s/7:CPS		
9.021220e+002	3.376000e+004		6.881720e+002	6.848000e+004		5.321220e+002	3.522222e+003		2.886220e+002	4.526667e+003		
9.011220e+002	3.346000e+004		6.881220e+002	6.547333e+004		5.320720e+002	3.566667e+003		2.885720e+002	4.270000e+003		
9.001220e+002	3.322000e+004		6.880720e+002	6.182000e+004		5.320220e+002	3.586667e+003		2.885220e+002	3.943333e+003		
8.991220e+002	3.369000e+004		6.880220e+002	5.793667e+004		5.319720e+002	3.580000e+003		2.884720e+002	3.653333e+003		
8.981220e+002	3.370000e+004		6.879720e+002	5.448333e+004		5.319220e+002	3.693333e+003		2.884220e+002	3.483333e+003		
8.971220e+002	3.341000e+004		6.879220e+002	5.141667e+004		5.318720e+002	3.515556e+003		2.883720e+002	3.300000e+003		
8.961220e+002	3.368000e+004		6.878720e+002	4.796000e+004		5.318220e+002	3.408889e+003		2.883220e+002	3.113333e+003		
8.951220e+002	3.347000e+004		6.878220e+002	4.467333e+004		5.317720e+002	3.311111e+003		2.882720e+002	2.966667e+003		
8.941220e+002	3.313000e+004		6.877720e+002	4.112000e+004		5.317220e+002	3.442222e+003		2.882220e+002	2.876667e+003		
8.931220e+002	3.359000e+004		6.877220e+002	3.824667e+004		5.316720e+002	3.328889e+003		2.881720e+002	2.710000e+003		
